"Activity" "Subject" "Measurement" "Value"
"walking" "15" "fBodyAccJerk-std()-X" -0.411500068148148
"walking_downstairs" "15" "fBodyAccJerk-std()-X" 0.108062740547619
"walking_upstairs" "15" "fBodyAccJerk-std()-X" -0.207231605488542
"laying" "16" "fBodyAccJerk-std()-X" -0.989287359142857
"sitting" "16" "fBodyAccJerk-std()-X" -0.991567867681159
"standing" "16" "fBodyAccJerk-std()-X" -0.991847149615385
"walking" "16" "fBodyAccJerk-std()-X" -0.402884115098039
"walking_downstairs" "16" "fBodyAccJerk-std()-X" -0.125682818093191
"walking_upstairs" "16" "fBodyAccJerk-std()-X" -0.538073090196078
"laying" "17" "fBodyAccJerk-std()-X" -0.983213244366197
"sitting" "17" "fBodyAccJerk-std()-X" -0.9946131621875
"standing" "17" "fBodyAccJerk-std()-X" -0.992775377692308
"walking" "17" "fBodyAccJerk-std()-X" -0.343866129016393
"walking_downstairs" "17" "fBodyAccJerk-std()-X" -0.0718767032673913
"walking_upstairs" "17" "fBodyAccJerk-std()-X" -0.287219038291667
"laying" "18" "fBodyAccJerk-std()-X" -0.986641245846154
"sitting" "18" "fBodyAccJerk-std()-X" -0.992039060701754
"standing" "18" "fBodyAccJerk-std()-X" -0.990287933424657
"walking" "18" "fBodyAccJerk-std()-X" -0.375992795357143
"walking_downstairs" "18" "fBodyAccJerk-std()-X" -0.416050500909091
"walking_upstairs" "18" "fBodyAccJerk-std()-X" -0.575331252413793
"laying" "19" "fBodyAccJerk-std()-X" -0.985278006987952
"sitting" "19" "fBodyAccJerk-std()-X" -0.988576991369863
"standing" "19" "fBodyAccJerk-std()-X" -0.985913722328767
"walking" "19" "fBodyAccJerk-std()-X" 0.0908366492173077
"walking_downstairs" "19" "fBodyAccJerk-std()-X" 0.476803887476923
"walking_upstairs" "19" "fBodyAccJerk-std()-X" -0.2172651781
"laying" "20" "fBodyAccJerk-std()-X" -0.986213883088235
"sitting" "20" "fBodyAccJerk-std()-X" -0.983565760757576
"standing" "20" "fBodyAccJerk-std()-X" -0.963098911506849
"walking" "20" "fBodyAccJerk-std()-X" -0.122237205541176
"walking_downstairs" "20" "fBodyAccJerk-std()-X" -0.147278592755556
"walking_upstairs" "20" "fBodyAccJerk-std()-X" -0.187090779486275
"laying" "21" "fBodyAccJerk-std()-X" -0.987061376777778
"sitting" "21" "fBodyAccJerk-std()-X" -0.990027822470588
"standing" "21" "fBodyAccJerk-std()-X" -0.979530485393258
"walking" "21" "fBodyAccJerk-std()-X" -0.107412802661538
"walking_downstairs" "21" "fBodyAccJerk-std()-X" -0.0463867896444444
"walking_upstairs" "21" "fBodyAccJerk-std()-X" -0.462972848723404
"laying" "22" "fBodyAccJerk-std()-X" -0.974126068055556
"sitting" "22" "fBodyAccJerk-std()-X" -0.984299609032258
"standing" "22" "fBodyAccJerk-std()-X" -0.978773000952381
"walking" "22" "fBodyAccJerk-std()-X" 0.0180047785304348
"walking_downstairs" "22" "fBodyAccJerk-std()-X" 0.0404618458027778
"walking_upstairs" "22" "fBodyAccJerk-std()-X" -0.0677978520178571
"laying" "23" "fBodyAccJerk-std()-X" -0.987840852638889
"sitting" "23" "fBodyAccJerk-std()-X" -0.986019630441176
"standing" "23" "fBodyAccJerk-std()-X" -0.984531642205882
"walking" "23" "fBodyAccJerk-std()-X" -0.235172990305085
"walking_downstairs" "23" "fBodyAccJerk-std()-X" 0.0819587190574074
"walking_upstairs" "23" "fBodyAccJerk-std()-X" -0.424877553333333
"laying" "24" "fBodyAccJerk-std()-X" -0.988140517777778
"sitting" "24" "fBodyAccJerk-std()-X" -0.9892888075
"standing" "24" "fBodyAccJerk-std()-X" -0.981721691014493
"walking" "24" "fBodyAccJerk-std()-X" -0.507640734482759
"walking_downstairs" "24" "fBodyAccJerk-std()-X" -0.355930598
"walking_upstairs" "24" "fBodyAccJerk-std()-X" -0.527104719152542
"laying" "25" "fBodyAccJerk-std()-X" -0.976423984657534
"sitting" "25" "fBodyAccJerk-std()-X" -0.992750109846154
"standing" "25" "fBodyAccJerk-std()-X" -0.989339890810811
"walking" "25" "fBodyAccJerk-std()-X" -0.624145724594595
"walking_downstairs" "25" "fBodyAccJerk-std()-X" -0.522153341034483
"walking_upstairs" "25" "fBodyAccJerk-std()-X" -0.690213625846154
"laying" "26" "fBodyAccJerk-std()-X" -0.990410106973684
"sitting" "26" "fBodyAccJerk-std()-X" -0.99329986051282
"standing" "26" "fBodyAccJerk-std()-X" -0.991275662027027
"walking" "26" "fBodyAccJerk-std()-X" -0.351065957627119
"walking_downstairs" "26" "fBodyAccJerk-std()-X" -0.130825898392
"walking_upstairs" "26" "fBodyAccJerk-std()-X" -0.342075432
"laying" "27" "fBodyAccJerk-std()-X" -0.987477465405405
"sitting" "27" "fBodyAccJerk-std()-X" -0.991292270714286
"standing" "27" "fBodyAccJerk-std()-X" -0.98860681
"walking" "27" "fBodyAccJerk-std()-X" -0.346610413333333
"walking_downstairs" "27" "fBodyAccJerk-std()-X" -0.0522811342045455
"walking_upstairs" "27" "fBodyAccJerk-std()-X" -0.47892337254902
"laying" "28" "fBodyAccJerk-std()-X" -0.98220590125
"sitting" "28" "fBodyAccJerk-std()-X" -0.977786782222222
"standing" "28" "fBodyAccJerk-std()-X" -0.971672796708861
"walking" "28" "fBodyAccJerk-std()-X" -0.367116416481481
"walking_downstairs" "28" "fBodyAccJerk-std()-X" -0.0980112293695652
"walking_upstairs" "28" "fBodyAccJerk-std()-X" -0.37027368
"laying" "29" "fBodyAccJerk-std()-X" -0.99254347826087
"sitting" "29" "fBodyAccJerk-std()-X" -0.9942201755
"standing" "29" "fBodyAccJerk-std()-X" -0.994123423538462
"walking" "29" "fBodyAccJerk-std()-X" -0.307336669773585
"walking_downstairs" "29" "fBodyAccJerk-std()-X" -0.0986379156229167
"walking_upstairs" "29" "fBodyAccJerk-std()-X" -0.211385397877551
"laying" "30" "fBodyAccJerk-std()-X" -0.980350748142857
"sitting" "30" "fBodyAccJerk-std()-X" -0.990017564516129
"standing" "30" "fBodyAccJerk-std()-X" -0.972216728644068
"walking" "30" "fBodyAccJerk-std()-X" -0.415135398
"walking_downstairs" "30" "fBodyAccJerk-std()-X" -0.289802729403226
"walking_upstairs" "30" "fBodyAccJerk-std()-X" -0.561565206615385
"laying" "1" "fBodyAccJerk-std()-Y" -0.9322178704
"sitting" "1" "fBodyAccJerk-std()-Y" -0.982513909574468
"standing" "1" "fBodyAccJerk-std()-Y" -0.987018226792453
"walking" "1" "fBodyAccJerk-std()-Y" 0.106739857136
"walking_downstairs" "1" "fBodyAccJerk-std()-Y" -0.134580008877551
"walking_upstairs" "1" "fBodyAccJerk-std()-Y" -0.381777065283019
"laying" "2" "fBodyAccJerk-std()-Y" -0.984987392916667
"sitting" "2" "fBodyAccJerk-std()-Y" -0.980804228478261
"standing" "2" "fBodyAccJerk-std()-Y" -0.973520241111111
"walking" "2" "fBodyAccJerk-std()-Y" -0.0153329520084746
"walking_downstairs" "2" "fBodyAccJerk-std()-Y" 0.0808333491276596
"walking_upstairs" "2" "fBodyAccJerk-std()-Y" -0.243554146666667
"laying" "3" "fBodyAccJerk-std()-Y" -0.971044012741936
"sitting" "3" "fBodyAccJerk-std()-Y" -0.956461756730769
"standing" "3" "fBodyAccJerk-std()-Y" -0.943948547213115
"walking" "3" "fBodyAccJerk-std()-Y" -0.00561498755362069
"walking_downstairs" "3" "fBodyAccJerk-std()-Y" -0.14772824006198
"walking_upstairs" "3" "fBodyAccJerk-std()-Y" -0.268191523644068
"laying" "4" "fBodyAccJerk-std()-Y" -0.944366881666667
"sitting" "4" "fBodyAccJerk-std()-Y" -0.949293158
"standing" "4" "fBodyAccJerk-std()-Y" -0.944075308928571
"walking" "4" "fBodyAccJerk-std()-Y" -0.2099000063
"walking_downstairs" "4" "fBodyAccJerk-std()-Y" -0.177202094317778
"walking_upstairs" "4" "fBodyAccJerk-std()-Y" -0.314525030788462
"laying" "5" "fBodyAccJerk-std()-Y" -0.96624258
"sitting" "5" "fBodyAccJerk-std()-Y" -0.954464442045455
"standing" "5" "fBodyAccJerk-std()-Y" -0.936202600714286
"walking" "5" "fBodyAccJerk-std()-Y" -0.0545213604089286
"walking_downstairs" "5" "fBodyAccJerk-std()-Y" 0.0901720096791489
"walking_upstairs" "5" "fBodyAccJerk-std()-Y" -0.105311152804255
"laying" "6" "fBodyAccJerk-std()-Y" -0.935717452807018
"sitting" "6" "fBodyAccJerk-std()-Y" -0.946880042
"standing" "6" "fBodyAccJerk-std()-Y" -0.950681450350877
"walking" "6" "fBodyAccJerk-std()-Y" 0.0314450678263158
"walking_downstairs" "6" "fBodyAccJerk-std()-Y" 0.341242392604167
"walking_upstairs" "6" "fBodyAccJerk-std()-Y" -0.0169811409705882
"laying" "7" "fBodyAccJerk-std()-Y" -0.975886145
"sitting" "7" "fBodyAccJerk-std()-Y" -0.971814980208333
"standing" "7" "fBodyAccJerk-std()-Y" -0.966850290188679
"walking" "7" "fBodyAccJerk-std()-Y" -0.0431917460807018
"walking_downstairs" "7" "fBodyAccJerk-std()-Y" -0.324378560319149
"walking_upstairs" "7" "fBodyAccJerk-std()-Y" -0.53419130254902
"laying" "8" "fBodyAccJerk-std()-Y" -0.979170881666667
"sitting" "8" "fBodyAccJerk-std()-Y" -0.983038783478261
"standing" "8" "fBodyAccJerk-std()-Y" -0.97858173
"walking" "8" "fBodyAccJerk-std()-Y" 0.315883536479167
"walking_downstairs" "8" "fBodyAccJerk-std()-Y" 0.273943791773684
"walking_upstairs" "8" "fBodyAccJerk-std()-Y" -0.0700821464439024
"laying" "9" "fBodyAccJerk-std()-Y" -0.966634136
"sitting" "9" "fBodyAccJerk-std()-Y" -0.9585229866
"standing" "9" "fBodyAccJerk-std()-Y" -0.968234579555556
"walking" "9" "fBodyAccJerk-std()-Y" -0.228380473480769
"walking_downstairs" "9" "fBodyAccJerk-std()-Y" -0.355981821428571
"walking_upstairs" "9" "fBodyAccJerk-std()-Y" -0.590112916530612
"laying" "10" "fBodyAccJerk-std()-Y" -0.968120692241379
"sitting" "10" "fBodyAccJerk-std()-Y" -0.982045591111111
"standing" "10" "fBodyAccJerk-std()-Y" -0.944847393636364
"walking" "10" "fBodyAccJerk-std()-Y" 0.0484867672264151
"walking_downstairs" "10" "fBodyAccJerk-std()-Y" -0.153355802565789
"walking_upstairs" "10" "fBodyAccJerk-std()-Y" -0.202796129097872
"laying" "11" "fBodyAccJerk-std()-Y" -0.973486716315789
"sitting" "11" "fBodyAccJerk-std()-Y" -0.968421475660377
"standing" "11" "fBodyAccJerk-std()-Y" -0.981185823617021
"walking" "11" "fBodyAccJerk-std()-Y" -0.170177403123729
"walking_downstairs" "11" "fBodyAccJerk-std()-Y" -0.130443829826087
"walking_upstairs" "11" "fBodyAccJerk-std()-Y" -0.437276328518518
"laying" "12" "fBodyAccJerk-std()-Y" -0.964703656833333
"sitting" "12" "fBodyAccJerk-std()-Y" -0.966538919607843
"standing" "12" "fBodyAccJerk-std()-Y" -0.95666634442623
"walking" "12" "fBodyAccJerk-std()-Y" -0.094056408433
"walking_downstairs" "12" "fBodyAccJerk-std()-Y" 0.0515123126413043
"walking_upstairs" "12" "fBodyAccJerk-std()-Y" -0.335926381307692
"laying" "13" "fBodyAccJerk-std()-Y" -0.981394261612903
"sitting" "13" "fBodyAccJerk-std()-Y" -0.985908120408163
"standing" "13" "fBodyAccJerk-std()-Y" -0.979412252631579
"walking" "13" "fBodyAccJerk-std()-Y" 0.0946741596910526
"walking_downstairs" "13" "fBodyAccJerk-std()-Y" -0.141775116319149
"walking_upstairs" "13" "fBodyAccJerk-std()-Y" -0.319400410981818
"laying" "14" "fBodyAccJerk-std()-Y" -0.969113291372549
"sitting" "14" "fBodyAccJerk-std()-Y" -0.968943674259259
"standing" "14" "fBodyAccJerk-std()-Y" -0.967830182166667
"walking" "14" "fBodyAccJerk-std()-Y" -0.353526894237288
"walking_downstairs" "14" "fBodyAccJerk-std()-Y" 0.138737970022222
"walking_upstairs" "14" "fBodyAccJerk-std()-Y" -0.371572473072222
"laying" "15" "fBodyAccJerk-std()-Y" -0.973215319722222
"sitting" "15" "fBodyAccJerk-std()-Y" -0.979713045932203
"standing" "15" "fBodyAccJerk-std()-Y" -0.969934103584906
"walking" "15" "fBodyAccJerk-std()-Y" -0.0606839140548148
"walking_downstairs" "15" "fBodyAccJerk-std()-Y" -0.00722860241119048
"walking_upstairs" "15" "fBodyAccJerk-std()-Y" -0.330391429583333
"laying" "16" "fBodyAccJerk-std()-Y" -0.986215013
"sitting" "16" "fBodyAccJerk-std()-Y" -0.983230774492754
"standing" "16" "fBodyAccJerk-std()-Y" -0.984236462179487
"walking" "16" "fBodyAccJerk-std()-Y" -0.433612657843137
"walking_downstairs" "16" "fBodyAccJerk-std()-Y" -0.281507406948936
"walking_upstairs" "16" "fBodyAccJerk-std()-Y" -0.417127012352941
"laying" "17" "fBodyAccJerk-std()-Y" -0.978343915774648
"sitting" "17" "fBodyAccJerk-std()-Y" -0.98991581109375
"standing" "17" "fBodyAccJerk-std()-Y" -0.988200349487179
"walking" "17" "fBodyAccJerk-std()-Y" -0.0470379377672131
"walking_downstairs" "17" "fBodyAccJerk-std()-Y" -0.298931144913043
"walking_upstairs" "17" "fBodyAccJerk-std()-Y" -0.365114263583333
"laying" "18" "fBodyAccJerk-std()-Y" -0.986210701230769
"sitting" "18" "fBodyAccJerk-std()-Y" -0.985694744385965
"standing" "18" "fBodyAccJerk-std()-Y" -0.977179032191781
"walking" "18" "fBodyAccJerk-std()-Y" -0.320264113035714
"walking_downstairs" "18" "fBodyAccJerk-std()-Y" -0.464546054727273
"walking_upstairs" "18" "fBodyAccJerk-std()-Y" -0.585531432931034
"laying" "19" "fBodyAccJerk-std()-Y" -0.975964111566265
"sitting" "19" "fBodyAccJerk-std()-Y" -0.980999857671233
"standing" "19" "fBodyAccJerk-std()-Y" -0.973588517808219
"walking" "19" "fBodyAccJerk-std()-Y" 0.0854010732076923
"walking_downstairs" "19" "fBodyAccJerk-std()-Y" 0.349771285415897
"walking_upstairs" "19" "fBodyAccJerk-std()-Y" -0.0131695876025
"laying" "20" "fBodyAccJerk-std()-Y" -0.978451446764706
"sitting" "20" "fBodyAccJerk-std()-Y" -0.972776577272727
"standing" "20" "fBodyAccJerk-std()-Y" -0.94047417890411
"walking" "20" "fBodyAccJerk-std()-Y" 0.255614062961569
"walking_downstairs" "20" "fBodyAccJerk-std()-Y" 0.293119526444444
"walking_upstairs" "20" "fBodyAccJerk-std()-Y" -0.255008282372549
"laying" "21" "fBodyAccJerk-std()-Y" -0.973164432777778
"sitting" "21" "fBodyAccJerk-std()-Y" -0.980347168823529
"standing" "21" "fBodyAccJerk-std()-Y" -0.966024075955056
"walking" "21" "fBodyAccJerk-std()-Y" -0.0148415165923077
"walking_downstairs" "21" "fBodyAccJerk-std()-Y" -0.113161860322222
"walking_upstairs" "21" "fBodyAccJerk-std()-Y" -0.261261053404255
"laying" "22" "fBodyAccJerk-std()-Y" -0.9589609575
"sitting" "22" "fBodyAccJerk-std()-Y" -0.969776055483871
"standing" "22" "fBodyAccJerk-std()-Y" -0.956169964285714
"walking" "22" "fBodyAccJerk-std()-Y" 0.213423556139739
"walking_downstairs" "22" "fBodyAccJerk-std()-Y" -0.0270294444166667
"walking_upstairs" "22" "fBodyAccJerk-std()-Y" -0.106099613648095
"laying" "23" "fBodyAccJerk-std()-Y" -0.989995616944444
"sitting" "23" "fBodyAccJerk-std()-Y" -0.979564696911765
"standing" "23" "fBodyAccJerk-std()-Y" -0.977157997794118
"walking" "23" "fBodyAccJerk-std()-Y" -0.0609753095355932
"walking_downstairs" "23" "fBodyAccJerk-std()-Y" -0.177697841296296
"walking_upstairs" "23" "fBodyAccJerk-std()-Y" -0.380894442941176
"laying" "24" "fBodyAccJerk-std()-Y" -0.984124532361111
"sitting" "24" "fBodyAccJerk-std()-Y" -0.981550132794118
"standing" "24" "fBodyAccJerk-std()-Y" -0.970228184202899
"walking" "24" "fBodyAccJerk-std()-Y" -0.294353545672414
"walking_downstairs" "24" "fBodyAccJerk-std()-Y" -0.163626807636364
"walking_upstairs" "24" "fBodyAccJerk-std()-Y" -0.535843319152542
"laying" "25" "fBodyAccJerk-std()-Y" -0.948414293561644
"sitting" "25" "fBodyAccJerk-std()-Y" -0.984068025384615
"standing" "25" "fBodyAccJerk-std()-Y" -0.974029503513513
"walking" "25" "fBodyAccJerk-std()-Y" -0.367760098378378
"walking_downstairs" "25" "fBodyAccJerk-std()-Y" -0.365719830448276
"walking_upstairs" "25" "fBodyAccJerk-std()-Y" -0.638086010153846
"laying" "26" "fBodyAccJerk-std()-Y" -0.988238648552632
"sitting" "26" "fBodyAccJerk-std()-Y" -0.987754588717949
"standing" "26" "fBodyAccJerk-std()-Y" -0.977354949459459
"walking" "26" "fBodyAccJerk-std()-Y" -0.271952157220339
"walking_downstairs" "26" "fBodyAccJerk-std()-Y" -0.061537065488
"walking_upstairs" "26" "fBodyAccJerk-std()-Y" -0.420055781272727
"laying" "27" "fBodyAccJerk-std()-Y" -0.986116008783784
"sitting" "27" "fBodyAccJerk-std()-Y" -0.986083114
"standing" "27" "fBodyAccJerk-std()-Y" -0.977605582
"walking" "27" "fBodyAccJerk-std()-Y" -0.0655179027631579
"walking_downstairs" "27" "fBodyAccJerk-std()-Y" -0.163243978431818
"walking_upstairs" "27" "fBodyAccJerk-std()-Y" -0.450116431176471
"laying" "28" "fBodyAccJerk-std()-Y" -0.981117467
"sitting" "28" "fBodyAccJerk-std()-Y" -0.96399042625
"standing" "28" "fBodyAccJerk-std()-Y" -0.936991280253165
"walking" "28" "fBodyAccJerk-std()-Y" -0.191757503603704
"walking_downstairs" "28" "fBodyAccJerk-std()-Y" -0.00175391954565217
"walking_upstairs" "28" "fBodyAccJerk-std()-Y" -0.349026567647059
"laying" "29" "fBodyAccJerk-std()-Y" -0.990468082753623
"sitting" "29" "fBodyAccJerk-std()-Y" -0.985493318833333
"standing" "29" "fBodyAccJerk-std()-Y" -0.984782782307692
"walking" "29" "fBodyAccJerk-std()-Y" -0.155020660771698
"walking_downstairs" "29" "fBodyAccJerk-std()-Y" -0.120381521220833
"walking_upstairs" "29" "fBodyAccJerk-std()-Y" -0.408648946938776
"laying" "30" "fBodyAccJerk-std()-Y" -0.972434196714286
"sitting" "30" "fBodyAccJerk-std()-Y" -0.981902116451613
"standing" "30" "fBodyAccJerk-std()-Y" -0.960442360508475
"walking" "30" "fBodyAccJerk-std()-Y" -0.289466095323077
"walking_downstairs" "30" "fBodyAccJerk-std()-Y" -0.217432019258065
"walking_upstairs" "30" "fBodyAccJerk-std()-Y" -0.610826602
"laying" "1" "fBodyAccJerk-std()-Z" -0.9605869872
"sitting" "1" "fBodyAccJerk-std()-Z" -0.988339184893617
"standing" "1" "fBodyAccJerk-std()-Z" -0.992349818113208
"walking" "1" "fBodyAccJerk-std()-Z" -0.534713440421053
"walking_downstairs" "1" "fBodyAccJerk-std()-Z" -0.401721464285714
"walking_upstairs" "1" "fBodyAccJerk-std()-Z" -0.726040200754717
"laying" "2" "fBodyAccJerk-std()-Z" -0.989345368541667
"sitting" "2" "fBodyAccJerk-std()-Z" -0.988570804130435
"standing" "2" "fBodyAccJerk-std()-Z" -0.984599905185185
"walking" "2" "fBodyAccJerk-std()-Z" -0.615898188474576
"walking_downstairs" "2" "fBodyAccJerk-std()-Z" -0.408227423191489
"walking_upstairs" "2" "fBodyAccJerk-std()-Z" -0.625090981458333
"laying" "3" "fBodyAccJerk-std()-Z" -0.983711904677419
"sitting" "3" "fBodyAccJerk-std()-Z" -0.9771595725
"standing" "3" "fBodyAccJerk-std()-Z" -0.975595949508197
"walking" "3" "fBodyAccJerk-std()-Z" -0.543529108103448
"walking_downstairs" "3" "fBodyAccJerk-std()-Z" -0.613525074285714
"walking_upstairs" "3" "fBodyAccJerk-std()-Z" -0.738705863898305
"laying" "4" "fBodyAccJerk-std()-Z" -0.980261236296296
"sitting" "4" "fBodyAccJerk-std()-Z" -0.9816994482
"standing" "4" "fBodyAccJerk-std()-Z" -0.976229505535714
"walking" "4" "fBodyAccJerk-std()-Z" -0.772359087333333
"walking_downstairs" "4" "fBodyAccJerk-std()-Z" -0.668867334444444
"walking_upstairs" "4" "fBodyAccJerk-std()-Z" -0.762772175
"laying" "5" "fBodyAccJerk-std()-Z" -0.986135599038461
"sitting" "5" "fBodyAccJerk-std()-Z" -0.97602233
"standing" "5" "fBodyAccJerk-std()-Z" -0.96807230125
"walking" "5" "fBodyAccJerk-std()-Z" -0.633429995714286
"walking_downstairs" "5" "fBodyAccJerk-std()-Z" -0.551178075319149
"walking_upstairs" "5" "fBodyAccJerk-std()-Z" -0.668825711276596
"laying" "6" "fBodyAccJerk-std()-Z" -0.963567540877193
"sitting" "6" "fBodyAccJerk-std()-Z" -0.961636555090909
"standing" "6" "fBodyAccJerk-std()-Z" -0.969895845789474
"walking" "6" "fBodyAccJerk-std()-Z" -0.608624354210526
"walking_downstairs" "6" "fBodyAccJerk-std()-Z" -0.389057047125
"walking_upstairs" "6" "fBodyAccJerk-std()-Z" -0.571673957058824
"laying" "7" "fBodyAccJerk-std()-Z" -0.975072995192308
"sitting" "7" "fBodyAccJerk-std()-Z" -0.974699194375
"standing" "7" "fBodyAccJerk-std()-Z" -0.974533710754717
"walking" "7" "fBodyAccJerk-std()-Z" -0.190751539207018
"walking_downstairs" "7" "fBodyAccJerk-std()-Z" -0.397774503468085
"walking_upstairs" "7" "fBodyAccJerk-std()-Z" -0.631919608823529
"laying" "8" "fBodyAccJerk-std()-Z" -0.968699222962963
"sitting" "8" "fBodyAccJerk-std()-Z" -0.986185349347826
"standing" "8" "fBodyAccJerk-std()-Z" -0.984465744444444
"walking" "8" "fBodyAccJerk-std()-Z" -0.4044825094375
"walking_downstairs" "8" "fBodyAccJerk-std()-Z" -0.0846674186842105
"walking_upstairs" "8" "fBodyAccJerk-std()-Z" -0.508248316829268
"laying" "9" "fBodyAccJerk-std()-Z" -0.9597147176
"sitting" "9" "fBodyAccJerk-std()-Z" -0.9649413418
"standing" "9" "fBodyAccJerk-std()-Z" -0.972588748666667
"walking" "9" "fBodyAccJerk-std()-Z" -0.419104362884615
"walking_downstairs" "9" "fBodyAccJerk-std()-Z" -0.425377408333333
"walking_upstairs" "9" "fBodyAccJerk-std()-Z" -0.677831082857143
"laying" "10" "fBodyAccJerk-std()-Z" -0.978582339137931
"sitting" "10" "fBodyAccJerk-std()-Z" -0.98911086
"standing" "10" "fBodyAccJerk-std()-Z" -0.979428729090909
"walking" "10" "fBodyAccJerk-std()-Z" -0.558512650188679
"walking_downstairs" "10" "fBodyAccJerk-std()-Z" -0.396147929736842
"walking_upstairs" "10" "fBodyAccJerk-std()-Z" -0.662894135319149
"laying" "11" "fBodyAccJerk-std()-Z" -0.983302949122807
"sitting" "11" "fBodyAccJerk-std()-Z" -0.984349606792453
"standing" "11" "fBodyAccJerk-std()-Z" -0.990378149574468
"walking" "11" "fBodyAccJerk-std()-Z" -0.747564612033898
"walking_downstairs" "11" "fBodyAccJerk-std()-Z" -0.628902742826087
"walking_upstairs" "11" "fBodyAccJerk-std()-Z" -0.803845087037037
"laying" "12" "fBodyAccJerk-std()-Z" -0.972713844666667
"sitting" "12" "fBodyAccJerk-std()-Z" -0.981408871764706
"standing" "12" "fBodyAccJerk-std()-Z" -0.978792832786885
"walking" "12" "fBodyAccJerk-std()-Z" -0.5314863218
"walking_downstairs" "12" "fBodyAccJerk-std()-Z" -0.544461425869565
"walking_upstairs" "12" "fBodyAccJerk-std()-Z" -0.750114855961538
"laying" "13" "fBodyAccJerk-std()-Z" -0.983670049354839
"sitting" "13" "fBodyAccJerk-std()-Z" -0.988612100204082
"standing" "13" "fBodyAccJerk-std()-Z" -0.987871530526316
"walking" "13" "fBodyAccJerk-std()-Z" -0.406173351578947
"walking_downstairs" "13" "fBodyAccJerk-std()-Z" -0.356579475531915
"walking_upstairs" "13" "fBodyAccJerk-std()-Z" -0.689235778909091
"laying" "14" "fBodyAccJerk-std()-Z" -0.97491443
"sitting" "14" "fBodyAccJerk-std()-Z" -0.978180020925926
"standing" "14" "fBodyAccJerk-std()-Z" -0.973594305166667
"walking" "14" "fBodyAccJerk-std()-Z" -0.528889535084746
"walking_downstairs" "14" "fBodyAccJerk-std()-Z" -0.244857128202222
"walking_upstairs" "14" "fBodyAccJerk-std()-Z" -0.391077873148148
"laying" "15" "fBodyAccJerk-std()-Z" -0.980745097361111
"sitting" "15" "fBodyAccJerk-std()-Z" -0.987694113559322
"standing" "15" "fBodyAccJerk-std()-Z" -0.986654459433962
"walking" "15" "fBodyAccJerk-std()-Z" -0.723051140740741
"walking_downstairs" "15" "fBodyAccJerk-std()-Z" -0.461599141904762
"walking_upstairs" "15" "fBodyAccJerk-std()-Z" -0.783004506458333
"laying" "16" "fBodyAccJerk-std()-Z" -0.988348904571429
"sitting" "16" "fBodyAccJerk-std()-Z" -0.984362469130435
"standing" "16" "fBodyAccJerk-std()-Z" -0.98865796025641
"walking" "16" "fBodyAccJerk-std()-Z" -0.45663628254902
"walking_downstairs" "16" "fBodyAccJerk-std()-Z" -0.36402669587234
"walking_upstairs" "16" "fBodyAccJerk-std()-Z" -0.620123586470588
"laying" "17" "fBodyAccJerk-std()-Z" -0.983854158873239
"sitting" "17" "fBodyAccJerk-std()-Z" -0.99081824828125
"standing" "17" "fBodyAccJerk-std()-Z" -0.991450377692308
"walking" "17" "fBodyAccJerk-std()-Z" -0.543872996229508
"walking_downstairs" "17" "fBodyAccJerk-std()-Z" -0.573043711086957
"walking_upstairs" "17" "fBodyAccJerk-std()-Z" -0.680325770833333
"laying" "18" "fBodyAccJerk-std()-Z" -0.990744752923077
"sitting" "18" "fBodyAccJerk-std()-Z" -0.990141676315789
"standing" "18" "fBodyAccJerk-std()-Z" -0.989275839041096
"walking" "18" "fBodyAccJerk-std()-Z" -0.664327149285714
"walking_downstairs" "18" "fBodyAccJerk-std()-Z" -0.678751080363636
"walking_upstairs" "18" "fBodyAccJerk-std()-Z" -0.784728430344828
"laying" "19" "fBodyAccJerk-std()-Z" -0.988558703373494
"sitting" "19" "fBodyAccJerk-std()-Z" -0.988151915753425
"standing" "19" "fBodyAccJerk-std()-Z" -0.987524587534247
"walking" "19" "fBodyAccJerk-std()-Z" -0.227829841936346
"walking_downstairs" "19" "fBodyAccJerk-std()-Z" -0.0983930104846154
"walking_upstairs" "19" "fBodyAccJerk-std()-Z" -0.50771620575
"laying" "20" "fBodyAccJerk-std()-Z" -0.985707806323529
"sitting" "20" "fBodyAccJerk-std()-Z" -0.978458923030303
"standing" "20" "fBodyAccJerk-std()-Z" -0.963973097671233
"walking" "20" "fBodyAccJerk-std()-Z" -0.427690451960784
"walking_downstairs" "20" "fBodyAccJerk-std()-Z" -0.405294896466667
"walking_upstairs" "20" "fBodyAccJerk-std()-Z" -0.533201712745098
"laying" "21" "fBodyAccJerk-std()-Z" -0.984925270666667
"sitting" "21" "fBodyAccJerk-std()-Z" -0.986845672352941
"standing" "21" "fBodyAccJerk-std()-Z" -0.979723339662921
"walking" "21" "fBodyAccJerk-std()-Z" -0.443563412692308
"walking_downstairs" "21" "fBodyAccJerk-std()-Z" -0.293237567085333
"walking_upstairs" "21" "fBodyAccJerk-std()-Z" -0.603127367234043
"laying" "22" "fBodyAccJerk-std()-Z" -0.976833164027778
"sitting" "22" "fBodyAccJerk-std()-Z" -0.981272224354839
"standing" "22" "fBodyAccJerk-std()-Z" -0.984305238253968
"walking" "22" "fBodyAccJerk-std()-Z" -0.343195610652174
"walking_downstairs" "22" "fBodyAccJerk-std()-Z" -0.535893778333333
